Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
2742,My exam form is not submitted and tomorrow is the last date.,Academic Office,2,High
2054,I need a bonafide certificate.,Academic Office,7,Medium
2999,What is the hostel application procedure?,Finance Office,59,Low
1984,I want to change my elective subject.,Academic Office,19,Medium
1703,I have not received my scholarship amount.,Administration,42,High
3102,My exam form is not submitted and tomorrow is the last date.,Library,6,High
3035,When will the library issue new ID cards?,Examination Cell,29,Low
5328,How to reset my university portal password?,Library,22,Medium
197,I have not received my scholarship amount.,Hostel Office,7,High
726,My exam form is not submitted and tomorrow is the last date.,Finance Office,7,High
3919,Fee payment deadline is today but portal is not working.,Library,53,High
1513,Request for internship approval letter.,Academic Office,12,Medium
2624,Request for internship approval letter.,Examination Cell,23,Medium
4539,What is the hostel application procedure?,Academic Office,60,Low
4696,How to join student clubs?,Academic Office,18,Low
1057,What are university working hours?,Library,57,Low
4994,Please share syllabus for Data Science course.,Examination Cell,16,Low
888,Fee payment deadline is today but portal is not working.,Administration,15,High
2699,Fee payment deadline is today but portal is not working.,Academic Office,30,High
1093,I have not received my scholarship amount.,Examination Cell,34,High
5098,When will the library issue new ID cards?,Hostel Office,36,Low
4126,What is the hostel application procedure?,IT Support,54,Low
569,My exam form is not submitted and tomorrow is the last date.,Examination Cell,24,High
517,Please share syllabus for Data Science course.,IT Support,60,Low
3629,What are university working hours?,Library,40,Low
4830,Fee payment deadline is today but portal is not working.,IT Support,60,High
2150,LMS is not allowing assignment upload.,IT Support,50,Medium
140,My exam form is not submitted and tomorrow is the last date.,Academic Office,33,High
5830,When will the library issue new ID cards?,Academic Office,19,Low
5275,My exam form is not submitted and tomorrow is the last date.,Hostel Office,21,High
2285,Fee payment deadline is today but portal is not working.,Finance Office,11,High
5011,Fee payment deadline is today but portal is not working.,Hostel Office,48,High
1150,I have not received my scholarship amount.,Library,41,High
4049,What are university working hours?,IT Support,17,Low
2499,I want to change my elective subject.,Examination Cell,39,Medium
2274,Fee payment deadline is today but portal is not working.,IT Support,9,High
2527,My exam form is not submitted and tomorrow is the last date.,Academic Office,49,High
464,How to reset my university portal password?,Library,26,Medium
3308,How to join student clubs?,Examination Cell,42,Low
3133,What is the hostel application procedure?,Library,10,Low
4986,I have not received my scholarship amount.,Hostel Office,5,High
595,LMS is not allowing assignment upload.,Academic Office,49,Medium
3081,My exam form is not submitted and tomorrow is the last date.,Library,49,High
1808,Please share syllabus for Data Science course.,Hostel Office,35,Low
5137,I need a bonafide certificate.,Library,29,Medium
451,Request for internship approval letter.,Library,55,Medium
3044,My admit card has incorrect details.,Administration,9,High
5827,My admit card has incorrect details.,Examination Cell,20,High
519,How to join student clubs?,Finance Office,32,Low
2523,Request for internship approval letter.,Hostel Office,14,Medium
313,I have not received my scholarship amount.,Library,45,High
5888,I cannot download my hall ticket for tomorrow's exam.,Library,7,High
4484,I want to change my elective subject.,Examination Cell,32,Medium
2648,I want to change my elective subject.,Finance Office,24,Medium
3438,When will the library issue new ID cards?,IT Support,51,Low
1175,My exam form is not submitted and tomorrow is the last date.,Academic Office,46,High
3533,What is the hostel application procedure?,Hostel Office,46,Low
452,I want to change my elective subject.,Administration,9,Medium
5038,How to reset my university portal password?,Administration,51,Medium
3425,LMS is not allowing assignment upload.,Examination Cell,19,Medium
1113,How to reset my university portal password?,IT Support,46,Medium
4845,When will the library issue new ID cards?,Examination Cell,42,Low
1579,I want to change my elective subject.,Academic Office,60,Medium
891,How to reset my university portal password?,Finance Office,2,Medium
1616,My exam form is not submitted and tomorrow is the last date.,Administration,28,High
4349,How to reset my university portal password?,Examination Cell,26,Medium
3980,Request for internship approval letter.,Examination Cell,59,Medium
5681,Please share syllabus for Data Science course.,Examination Cell,48,Low
5840,When will the library issue new ID cards?,Finance Office,15,Low
2926,My exam form is not submitted and tomorrow is the last date.,Examination Cell,25,High
1264,What is the hostel application procedure?,Finance Office,20,Low
5616,How to join student clubs?,Hostel Office,6,Low
1000,My exam form is not submitted and tomorrow is the last date.,IT Support,14,High
3762,What is the hostel application procedure?,Finance Office,42,Low
1360,My admit card has incorrect details.,IT Support,26,High
5995,What is the hostel application procedure?,Finance Office,40,Low
1477,My exam form is not submitted and tomorrow is the last date.,Examination Cell,46,High
193,What are university working hours?,Library,37,Low
4693,Please share syllabus for Data Science course.,Administration,9,Low
5399,LMS is not allowing assignment upload.,Administration,7,Medium
2793,I cannot download my hall ticket for tomorrow's exam.,Academic Office,33,High
5002,When will the library issue new ID cards?,Library,31,Low
2408,Request for internship approval letter.,Hostel Office,52,Medium
5058,When will the library issue new ID cards?,Academic Office,33,Low
1875,Request for internship approval letter.,Academic Office,60,Medium
5301,I need a bonafide certificate.,Finance Office,13,Medium
1339,I want to change my elective subject.,IT Support,41,Medium
3478,I want to change my elective subject.,Academic Office,3,Medium
4843,Please share syllabus for Data Science course.,IT Support,21,Low
3872,I have not received my scholarship amount.,Academic Office,15,High
2806,My exam form is not submitted and tomorrow is the last date.,Library,16,High
5900,When will the library issue new ID cards?,Hostel Office,30,Low
1294,I cannot download my hall ticket for tomorrow's exam.,Library,37,High
5286,What is the hostel application procedure?,Examination Cell,35,Low
4513,What are university working hours?,Hostel Office,58,Low
5618,I need a bonafide certificate.,IT Support,6,Medium
3520,I cannot download my hall ticket for tomorrow's exam.,Academic Office,11,High
2665,My admit card has incorrect details.,Academic Office,40,High
1908,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,5,High
3759,When will the library issue new ID cards?,Examination Cell,11,Low
4154,How to join student clubs?,Library,42,Low
369,My exam form is not submitted and tomorrow is the last date.,Administration,22,High
1938,LMS is not allowing assignment upload.,IT Support,15,Medium
3574,LMS is not allowing assignment upload.,IT Support,22,Medium
1152,When will the library issue new ID cards?,Library,48,Low
4922,How to reset my university portal password?,Administration,45,Medium
4013,I have not received my scholarship amount.,Hostel Office,35,High
2352,How to join student clubs?,Hostel Office,37,Low
4052,Please share syllabus for Data Science course.,Library,47,Low
5661,Fee payment deadline is today but portal is not working.,Hostel Office,44,High
3556,How to reset my university portal password?,Hostel Office,1,Medium
1873,Fee payment deadline is today but portal is not working.,IT Support,5,High
5903,When will the library issue new ID cards?,IT Support,13,Low
192,I need a bonafide certificate.,Administration,56,Medium
2441,Fee payment deadline is today but portal is not working.,Library,45,High
109,I have not received my scholarship amount.,Hostel Office,57,High
175,I want to change my elective subject.,Examination Cell,23,Medium
3170,Please share syllabus for Data Science course.,Examination Cell,30,Low
3353,My exam form is not submitted and tomorrow is the last date.,IT Support,40,High
3835,I cannot download my hall ticket for tomorrow's exam.,Administration,23,High
1599,Fee payment deadline is today but portal is not working.,Administration,21,High
1361,How to reset my university portal password?,Examination Cell,20,Medium
2104,What are university working hours?,Finance Office,44,Low
5220,Request for internship approval letter.,Academic Office,40,Medium
5841,I have not received my scholarship amount.,IT Support,33,High
5044,How to join student clubs?,Finance Office,21,Low
